body_posture,left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,right_torso_angle,left_torso_angle,right_hip_angle,left_hip_angle,right_knee_angle,left_knee_angle,elbow_mid_x,elbow_mid_y,wrist_mid_x,wrist_mid_y,elbow_distance,wrist_distance
open-2,35.5945098143413,102.15957356558948,105.72588137003487,126.79343940945218,45.43259525615484,20.49212449288339,171.34262013029894,165.70851448899415,173.3332418707135,175.50262681601532,318.3554935455322,201.17891550064087,283.3735179901123,283.3735179901123,137.14475407367271,129.9832616659937
open-2,48.33098632398508,93.546671130863,100.9395807455405,121.38112453308162,40.852840454597775,15.891465021821292,175.58398924158158,169.76324949888195,176.66379766344681,175.69134081359843,199.92464065551758,211.0214638710022,153.90836715698242,153.90836715698242,124.81822843818564,124.88623630522325
open-2,46.18112180180504,96.88676573195505,101.53080842891329,126.24720084048448,44.019029064381364,18.094784876621702,179.13407750736542,167.97314213070027,177.3956141551375,177.40891142926404,167.17559814453125,214.542875289917,122.85977840423584,122.85977840423584,127.10926752233571,128.65062528020408
open-2,71.23632198126616,89.85108019580122,78.40233453185162,114.39989380181633,24.00271140332874,2.876749194841589,178.1124600127641,171.94565011054812,171.47546991673178,166.0891565274563,233.6552333831787,209.1820764541626,184.61974620819092,184.61974620819092,71.92968336279485,67.3826820900679
open-2,30.940474626357588,74.03148525014585,109.12048208973602,126.99177910301255,49.491305280174174,22.18313843293497,170.65563342561035,171.67341649357246,179.62701507264723,179.8849412197224,206.99874877929688,207.02369213104248,180.50052165985107,180.50052165985107,140.8220859897407,135.60778045795686
open-2,17.45092554896756,7.782178093497543,124.96153380275703,95.20985571096705,31.989118738240638,19.06344226910185,178.84089635328317,176.4363879769787,171.754235763223,171.327689069764,211.00079536437988,209.5883274078369,228.06292533874512,228.06292533874512,100.79233434429736,75.40180852153247
open-2,12.921917846259046,9.571393449336119,106.46190619126712,107.40755710788828,33.35774821686197,13.837722000537228,173.11843303191338,177.02140976678555,178.01386825631894,177.80940550003595,220.2347755432129,216.0622215270996,227.76666641235352,227.76666641235352,118.04677366715569,85.07492002674775
open-2,169.83179074660188,1.6969061573437938,108.64624368400008,112.01960502581908,36.69989922977399,15.529482549493999,173.34055489540552,176.3037327076986,178.23448308338985,178.8573508711408,210.77653884887695,204.73418712615967,226.8394947052002,226.8394947052002,120.64440988448612,137.95291147948637
open-2,120.22963444160885,4.707613202539261,115.99917042306087,114.49853645169138,36.77484492695587,22.908449139546917,179.5671789957186,172.96734136106747,176.74595586286267,176.26751507911717,205.45770645141602,285.55166244506836,228.24542999267578,228.24542999267578,169.4467718691109,154.4821019639497
open-2,4.5822721083818685,28.13673684513538,106.0975856449039,114.02742598800533,35.28583648487163,14.830543821107664,177.5902101266224,178.44545099849267,174.79364286483897,179.11869358007422,195.46794891357422,295.07394790649414,229.05043601989746,229.05043601989746,171.32201520003494,92.16994846810441
open-3,16.41003252993898,98.69418814999509,97.3641880362175,105.25195512986244,20.82987160150877,13.734070662457803,177.58775661019342,174.76463085258806,174.03964855031225,177.8133673217216,310.66725730895996,304.89675521850586,320.0683403015137,320.0683403015137,188.5496278693566,139.17805754479252
open-3,27.49984016649274,101.95859464723374,94.72956131168146,104.65725223070042,19.83456568802422,12.576037940837788,176.2763139863219,173.56265913519846,176.81573199762076,179.29802196955046,312.80290603637695,308.476037979126,312.7088260650635,312.7088260650635,189.534202229955,130.9448460373838
open-3,25.028362450270237,147.734878209337,100.18762167436488,106.68116440475026,23.014473390275704,17.20597265605121,177.29982109530297,174.3504307496043,175.19889977789103,179.51189597944892,313.6171817779541,301.58188819885254,301.1726474761963,301.1726474761963,210.49031935377118,182.71727100409555
open-3,11.172293922177097,133.688048908283,93.5448975031565,100.65680371787597,17.719594918763832,8.444176860965067,179.98200799534516,177.1093852390311,172.1901433389793,177.22069809571872,310.83205223083496,302.6904630661011,321.9240474700928,321.9240474700928,174.69128775359155,152.36235000328406
open-3,52.05654292569345,4.524053293099776,110.74975796970735,107.08392169943305,27.48207138493995,23.62736961008215,174.52856793214013,174.3691536237441,177.94803767821432,177.00098257702842,328.2721138000488,313.04277420043945,323.7755870819092,323.7755870819092,249.21577219573868,182.52912279565703
open-3,67.90173702698138,13.336981601648693,104.95370333536991,114.62437844802288,30.2306352119484,22.02728237324021,175.30631060096238,175.14117011133254,179.9114723587484,179.18372888598267,325.6459903717041,313.3723497390747,296.4973545074463,296.4973545074463,244.3706037559487,172.40040373830305
open-3,4.546538981758726,55.16214817566572,111.66873814898292,113.57920637638207,32.713928841950114,24.180933020829535,176.70761083761232,173.9925067710868,178.0540951740987,178.37637658811028,325.1368045806885,308.37830543518066,331.4458465576172,331.4458465576172,246.16426012692054,195.4721964968825
open-3,35.17282050508086,66.68058817878472,104.91916648063003,114.166660226254,31.14428005479099,20.49321502365553,174.4918390533549,173.57189303303494,179.61235757228783,178.49168877559165,325.1974105834961,312.18652725219727,320.92885971069336,320.92885971069336,239.01794099007626,202.4113710109047
open-3,85.74156520349877,32.46404535119002,105.87982857056541,108.90493125347987,27.270069557443225,20.12747140921429,175.21774257783667,174.70758775831294,179.2958342495136,179.93052164189558,325.6347465515137,319.1962194442749,312.94163703918457,312.94163703918457,237.5031554754981,106.15646145155978
open-3,19.358085049147306,30.233292131228673,101.5195559892325,106.21206348393117,23.09524654284569,16.50227397863022,176.44796996008083,175.01785172415697,178.51923169454878,178.87258087899065,328.05243492126465,321.8175745010376,336.82896614074707,336.82896614074707,215.89633005548788,161.32694083969167
open-3,3.456971528882775,91.74934846433648,99.9374743045527,107.00883692133588,23.56054115131475,14.314994045727682,175.66221439361578,174.6814359497787,178.80246510638295,177.48880195024134,327.55945205688477,314.0013885498047,346.038236618042,346.038236618042,203.9342575613562,153.52059172453056
open-3,48.50387884075919,86.90732542317211,99.04586767482421,104.89089790000072,21.890120170264282,17.124410640420887,168.4095235466977,172.08800392066988,177.35777827877263,177.7709855899888,267.94970512390137,222.99113273620605,272.5165843963623,272.5165843963623,114.72826912119997,82.15781061469065
open-3,43.44926519168965,93.85452888821735,101.58486450950963,105.54101200247352,24.501653950305176,17.043181453106723,168.73482694316368,172.29533597027,178.16880198410627,178.47543660907297,263.4793186187744,221.76403284072876,268.2579803466797,268.2579803466797,118.15338573176943,70.91292054827005
open-3,47.90422825819657,108.37669789902668,101.39149268218782,105.14531579392691,22.919123829667857,17.751383428890133,170.08502513355472,172.27907055201382,178.92729035664325,178.0947770407219,263.3527183532715,221.661479473114,262.05257415771484,262.05257415771484,116.02666325962204,62.93209486387774
open-3,91.92365955420964,7.540719463144865,108.54803202790603,107.97824577189247,26.02837358598058,24.60675523617823,169.5306347395817,171.39370405509223,178.77123321184635,178.49837970767635,262.0897579193115,221.47538423538208,251.53438568115234,251.53438568115234,129.09956796170425,90.50167806918462
open-3,93.15438962106933,16.424938800255084,106.71753319857841,111.78334907101659,28.42372819520851,23.380494559675338,171.295773096881,171.31931226162538,179.5948144460748,177.4585188274527,262.47142791748047,220.81053972244263,252.0685577392578,252.0685577392578,132.34002719690665,83.59374329984223
open-3,75.31804056748298,32.17032484679752,106.5510417266625,112.5141424698993,29.53074844670138,23.122017014825065,170.24749851517043,172.60197773275294,179.06410816518934,177.4432950928089,262.966947555542,221.1369824409485,263.70144844055176,263.70144844055176,132.94732964270156,67.9741750546471
open-3,37.838127857724935,28.88915775110054,103.66645434959663,113.59113152123892,29.822990894361435,21.416904384172526,169.67165098779947,172.65174695984868,179.90465299298796,176.8958703515486,261.3750457763672,222.6266384124756,267.4906826019287,267.4906826019287,129.42128251232822,103.11144396549281
open-3,78.85528495312535,70.40544121035252,108.29657692394801,121.1364948929465,37.52055870528374,25.965833638198966,169.58331804618538,172.82908483153386,179.93948569413956,177.89404569248103,260.91041564941406,214.1983723640442,266.384916305542,266.384916305542,140.43629432569662,85.50800972089777
open-3,31.287198918767622,52.846217430827686,101.21870950273495,113.52016105513552,27.70894323811386,20.0148859497545,170.94857220328922,172.21409219601878,178.48707885895806,178.33860065690303,265.2994632720947,217.89814710617065,252.9815673828125,252.9815673828125,124.64358168280157,91.48693353760942
open-3,109.81992752271871,81.1277556423821,100.69444625661248,105.7244943764934,22.844926840573294,17.905085068656035,169.04089029551724,172.93463981617265,179.60315890540693,178.59632893023,265.1383399963379,219.96803998947144,269.7093200683594,269.7093200683594,118.00727262516874,75.9816054588822
open-3,85.40691219642633,148.4684003068126,100.19843357598229,104.4805990448107,15.964061504246438,22.65231522033193,170.79111350190703,170.2026614428193,176.4253551590683,177.22919753871585,273.0381774902344,219.32004690170288,254.1982650756836,254.1982650756836,112.89877132389277,69.37073016252334
open-3,79.49134288321476,96.18853413182873,97.52065489103553,98.37471912352585,0.30878562413348426,22.742876931487725,178.52759295037777,172.47105300088452,164.91406189677423,161.95436133544268,277.8107166290283,212.66119480133057,232.33553886413574,232.33553886413574,63.3660007711237,28.04651957451024
open-3,175.3981582534654,65.8967644651449,100.58182321656102,107.36644077644698,29.685043349490826,12.48885426288611,172.11811283536164,172.35078807069408,179.44528066732147,179.26711832644352,237.3726463317871,219.20466899871826,260.67877769470215,260.67877769470215,116.21261454805307,96.1130653812745
open-3,0.2983523867174579,50.39314533108967,104.55386034769474,107.0798526921092,25.62884465307247,21.47110951459373,175.10548978028595,173.84315165842798,179.51971522571378,178.04669483142047,346.80559158325195,219.75693225860596,358.0063724517822,358.0063724517822,132.15921271851306,99.83033321975941
open-3,2.6322777543663345,49.04713527044954,104.30404944019281,107.19446181712182,25.815008771998894,20.756539798097798,175.192375798171,174.2002491245786,179.34735659035226,177.55102250532454,346.4715003967285,219.6276354789734,358.060827255249,358.060827255249,130.91233045655184,96.86547044361689
open-3,3.4583519285077355,50.805930298051216,103.55207316964639,109.067196867285,27.310706506894356,20.318890732450544,175.10143283561422,174.32816982027467,178.6584702129837,177.83491458187484,344.385929107666,219.44174766540527,356.9120788574219,356.9120788574219,132.18353116006944,95.18808145988072
open-3,18.26141463442786,49.262949432035114,106.38880177365816,106.35411629034562,25.588782420891757,22.721835030992157,174.8167467768491,173.26608943609338,179.58199733395404,178.50268790406818,346.74954414367676,217.7646517753601,352.80670166015625,352.80670166015625,132.5293698255603,97.21617185757444
open-3,5.976630162631195,53.03200225659819,105.78444011159559,107.35800138158211,26.09652107132574,22.3364026460138,174.06618659170715,174.10202100889074,179.52625144332688,178.17087236028968,346.45355224609375,218.17248344421387,356.6872501373291,356.6872501373291,132.1200008655096,98.03393151827665
open-4,179.51456472291503,41.064954544976004,102.48529693624896,115.21883534462786,30.76882152051109,19.6157604225578,176.6241891197537,171.63108504470873,179.45545287844402,176.58528620884238,355.95388412475586,290.6943941116333,356.50821685791016,356.50821685791016,176.14280095245724,240.63584360331603
open-4,133.7645591165949,38.476297468189344,103.37131694959325,112.24025089674363,30.067207318589634,19.032719825682662,177.76428075350125,171.27505204045002,176.42676550335491,176.72614127886527,361.01016998291016,290.62867641448975,377.2049903869629,377.2049903869629,171.90399559300604,255.90729147685843
open-4,118.57487525684601,38.88597257591602,104.01003538523229,117.10485229860217,34.409550609657614,20.010326521180087,176.98585124918094,171.5433950775678,179.20598097400782,176.2555442001768,356.21487617492676,287.1867370605469,368.4964370727539,368.4964370727539,180.3316425814513,244.21868011669088
open-4,82.0004782701503,50.51805325652903,113.72358300465679,134.69887443818868,53.04058927693551,28.760920523324845,177.64758386394925,171.7425065408312,178.30344610906343,179.24355919361176,353.73204231262207,272.3546361923218,365.53296089172363,365.53296089172363,215.1990466638486,264.3536166784386
open-4,58.53514413933405,60.74224876412083,119.86740522164769,150.5305109540218,69.82716821667356,34.01375644025581,177.9520860804699,171.80977866330707,176.65738183119035,178.4576693324316,350.6795597076416,262.57872104644775,365.20557403564453,365.20557403564453,244.12065558188377,277.4251152523303
open-4,58.80030332770257,63.73363019363729,126.59465714068078,158.24343176674972,79.67332764324992,38.619479595578575,176.94771999771066,172.63711453899688,176.25153586211522,178.9602713875604,349.7950267791748,248.4406542778015,370.58704376220703,370.58704376220703,254.69214659393845,277.26054630582735
